,Sender,Recipient,EventDate
47991,166,8,2010-06-02 16:00:50
47992,166,55,2010-06-02 16:00:50
47993,85,17,2010-06-02 16:13:43
47994,85,130,2010-06-02 16:13:43
47995,85,166,2010-06-02 16:19:22
47996,85,103,2010-06-02 16:19:22
47997,103,85,2010-06-02 16:19:22
47998,166,152,2010-06-02 16:26:32
47999,166,152,2010-06-02 17:08:30
48000,166,103,2010-06-02 17:08:30
48001,103,166,2010-06-02 17:08:31
48002,156,8,2010-06-02 18:43:15
48003,8,156,2010-06-02 18:43:16
48004,156,81,2010-06-02 19:04:46
48005,17,129,2010-06-02 21:59:50
48006,17,32,2010-06-02 21:59:50
48007,17,97,2010-06-02 21:59:50
48008,17,37,2010-06-02 21:59:50
48009,17,136,2010-06-02 21:59:50
48010,17,19,2010-06-02 21:59:50
48011,17,148,2010-06-02 21:59:50
48012,17,105,2010-06-02 21:59:50
48013,17,158,2010-06-02 21:59:50
48014,17,41,2010-06-02 21:59:50
48015,17,80,2010-06-02 21:59:50
48016,17,133,2010-06-02 21:59:50
48017,17,11,2010-06-02 21:59:50
48018,17,90,2010-06-02 21:59:50
48019,17,62,2010-06-02 21:59:50
48020,17,146,2010-06-02 21:59:50
48021,17,161,2010-06-02 21:59:50
48022,17,32,2010-06-02 22:03:05
48023,17,97,2010-06-02 22:03:05
48024,17,37,2010-06-02 22:03:05
48025,17,105,2010-06-02 22:03:05
48026,17,158,2010-06-02 22:03:05
48027,17,41,2010-06-02 22:03:05
48028,17,133,2010-06-02 22:03:05
48029,17,62,2010-06-02 22:03:05
48030,17,146,2010-06-02 22:03:05
48031,136,47,2010-06-03 10:17:42
48032,9,8,2010-06-03 14:32:03
48033,122,134,2010-06-03 14:32:34
48034,40,66,2010-06-03 15:12:09
48035,9,8,2010-06-03 15:29:08
48036,9,8,2010-06-03 16:03:00
48037,12,12,2010-06-03 16:29:40
48038,5,36,2010-06-03 16:29:51
48039,40,66,2010-06-03 16:30:04
48040,68,17,2010-06-04 00:02:18
48041,129,35,2010-06-04 07:35:59
48042,129,35,2010-06-04 07:36:01
48043,129,35,2010-06-04 07:36:05
48044,62,136,2010-06-04 14:04:09
48045,70,130,2010-06-04 15:00:48
48046,62,107,2010-06-04 16:32:16
48047,99,95,2010-06-04 20:53:15
48048,96,132,2010-06-04 21:23:28
48049,85,8,2010-06-06 21:34:41
48050,8,85,2010-06-06 21:34:41
48051,133,136,2010-06-07 05:43:41
48052,133,136,2010-06-07 05:45:24
48053,146,125,2010-06-07 05:50:05
48054,74,90,2010-06-07 06:11:06
48055,74,127,2010-06-07 06:11:06
48056,74,41,2010-06-07 06:11:06
48057,74,90,2010-06-07 06:27:39
48058,74,127,2010-06-07 06:27:39
48059,77,156,2010-06-07 06:36:59
48060,37,14,2010-06-07 06:40:21
48061,77,152,2010-06-07 06:42:56
48062,54,166,2010-06-07 06:44:57
48063,77,91,2010-06-07 06:45:31
48064,19,135,2010-06-07 06:46:42
48065,19,136,2010-06-07 06:47:44
48066,127,74,2010-06-07 06:48:15
48067,127,74,2010-06-07 06:48:55
48068,54,62,2010-06-07 06:50:20
48069,54,141,2010-06-07 06:50:20
48070,54,102,2010-06-07 06:50:20
48071,105,35,2010-06-07 06:50:40
48072,92,165,2010-06-07 06:51:52
48073,92,165,2010-06-07 06:51:59
48074,113,82,2010-06-07 06:52:03
48075,90,74,2010-06-07 07:05:49
48077,133,19,2010-06-07 07:09:30
48078,133,141,2010-06-07 07:09:30
48079,133,73,2010-06-07 07:09:30
48080,133,69,2010-06-07 07:09:30
48081,133,136,2010-06-07 07:09:30
48082,73,136,2010-06-07 07:09:44
48083,73,136,2010-06-07 07:10:04
48084,19,133,2010-06-07 07:13:53
48085,52,80,2010-06-07 07:16:12
48086,52,11,2010-06-07 07:16:12
48087,52,148,2010-06-07 07:16:12
48088,11,52,2010-06-07 07:19:53
48089,55,166,2010-06-07 07:21:36
48090,52,8,2010-06-07 07:25:05
48091,52,83,2010-06-07 07:25:05
48092,52,85,2010-06-07 07:25:05
48093,52,103,2010-06-07 07:25:05
48094,52,128,2010-06-07 07:25:05
48095,52,63,2010-06-07 07:25:05
48096,128,52,2010-06-07 07:25:06
48097,103,52,2010-06-07 07:25:07
48098,85,52,2010-06-07 07:25:07
48099,8,52,2010-06-07 07:25:07
48100,118,37,2010-06-07 07:25:11
48101,83,52,2010-06-07 07:27:33
48102,152,166,2010-06-07 07:29:05
48103,152,166,2010-06-07 07:29:16
48104,54,166,2010-06-07 07:31:17
48105,54,166,2010-06-07 07:34:17
48106,129,152,2010-06-07 07:34:44
48107,54,166,2010-06-07 07:35:03
48108,62,54,2010-06-07 07:36:40
48109,18,129,2010-06-07 07:42:04
48110,154,135,2010-06-07 07:42:26
48111,154,64,2010-06-07 07:42:26
48112,154,119,2010-06-07 07:42:26
48113,135,154,2010-06-07 07:45:33
48114,55,107,2010-06-07 07:46:20
48115,33,152,2010-06-07 07:47:05
48116,65,119,2010-06-07 07:47:47
48117,64,154,2010-06-07 07:49:51
48118,95,8,2010-06-07 08:05:35
48119,8,95,2010-06-07 08:05:36
48120,69,90,2010-06-07 08:07:27
48121,69,133,2010-06-07 08:10:24
48122,69,152,2010-06-07 08:12:49
48123,64,102,2010-06-07 08:15:10
48124,64,83,2010-06-07 08:15:10
48125,102,64,2010-06-07 08:17:01
48126,17,62,2010-06-07 08:19:04
48127,83,64,2010-06-07 08:20:57
48128,166,141,2010-06-07 08:21:19
48129,166,32,2010-06-07 08:21:19
48130,166,58,2010-06-07 08:21:19
48131,102,54,2010-06-07 08:21:51
48132,82,39,2010-06-07 08:22:58
48133,77,90,2010-06-07 08:25:40
48134,63,52,2010-06-07 08:25:50
48135,90,77,2010-06-07 08:26:31
48136,117,97,2010-06-07 08:28:47
48137,54,166,2010-06-07 08:33:08
48138,97,117,2010-06-07 08:33:20
48139,55,166,2010-06-07 08:34:41
48140,17,166,2010-06-07 08:46:00
48141,32,166,2010-06-07 08:46:56
48142,55,166,2010-06-07 08:47:09
48143,55,107,2010-06-07 08:47:29
48144,148,52,2010-06-07 08:47:38
48145,121,8,2010-06-07 08:47:43
48146,121,85,2010-06-07 08:47:43
48147,85,121,2010-06-07 08:47:43
48148,8,121,2010-06-07 08:47:43
48149,95,128,2010-06-07 08:51:31
48150,128,95,2010-06-07 08:51:31
48151,95,8,2010-06-07 08:52:48
48152,161,83,2010-06-07 08:54:25
48153,161,90,2010-06-07 08:54:25
48154,161,35,2010-06-07 08:54:25
48155,83,161,2010-06-07 08:55:18
48156,62,17,2010-06-07 09:04:28
48157,107,55,2010-06-07 09:08:22
48158,73,136,2010-06-07 09:14:06
48159,119,154,2010-06-07 09:15:13
48160,73,133,2010-06-07 09:15:30
48161,73,136,2010-06-07 09:15:43
48162,11,52,2010-06-07 09:17:03
48163,73,136,2010-06-07 09:17:07
48164,73,136,2010-06-07 09:17:22
48165,73,136,2010-06-07 09:18:21
48166,73,107,2010-06-07 09:18:37
48167,103,166,2010-06-07 09:21:52
48168,18,129,2010-06-07 09:23:08
48169,144,107,2010-06-07 09:26:37
48170,103,52,2010-06-07 09:28:11
48171,144,19,2010-06-07 09:33:06
48172,144,19,2010-06-07 09:35:20
48173,8,95,2010-06-07 09:36:34
48174,103,166,2010-06-07 09:42:29
48175,103,8,2010-06-07 09:42:53
48176,8,121,2010-06-07 09:47:00
48177,8,52,2010-06-07 09:47:19
48178,118,11,2010-06-07 09:47:46
48179,118,148,2010-06-07 09:47:46
48180,118,86,2010-06-07 09:47:46
48181,62,88,2010-06-07 09:50:13
48182,118,52,2010-06-07 09:51:08
48183,118,63,2010-06-07 09:51:08
48184,118,113,2010-06-07 09:51:08
48185,118,98,2010-06-07 09:51:08
48186,118,37,2010-06-07 09:51:08
48187,17,32,2010-06-07 09:51:19
48188,90,161,2010-06-07 09:51:54
48189,136,133,2010-06-07 09:53:54
48190,17,62,2010-06-07 09:55:15
48191,8,166,2010-06-07 10:05:59
48192,32,136,2010-06-07 10:15:23
48193,32,19,2010-06-07 10:15:23
48194,32,144,2010-06-07 10:15:23
48195,39,17,2010-06-07 10:24:47
48196,39,155,2010-06-07 10:24:47
48197,39,97,2010-06-07 10:24:47
48198,39,95,2010-06-07 10:24:47
48199,17,39,2010-06-07 10:26:16
48200,17,39,2010-06-07 10:27:02
48201,17,155,2010-06-07 10:27:02
48202,17,97,2010-06-07 10:27:02
48203,17,95,2010-06-07 10:27:02
48204,143,117,2010-06-07 10:28:07
48205,39,17,2010-06-07 10:29:52
48206,32,88,2010-06-07 10:34:26
48207,32,88,2010-06-07 10:34:41
48208,117,143,2010-06-07 10:36:25
48209,97,39,2010-06-07 10:37:34
48210,97,17,2010-06-07 10:40:10
48211,97,17,2010-06-07 10:44:40
48212,17,97,2010-06-07 10:45:13
48213,97,155,2010-06-07 10:46:16
48214,19,144,2010-06-07 10:48:55
48215,19,144,2010-06-07 10:49:33
48216,143,117,2010-06-07 10:52:59
48217,117,143,2010-06-07 10:53:49
48218,148,69,2010-06-07 10:54:40
48219,148,86,2010-06-07 10:54:40
48220,166,54,2010-06-07 10:57:30
48221,54,166,2010-06-07 11:03:55
48222,39,155,2010-06-07 11:04:39
48223,166,141,2010-06-07 11:05:05
48224,166,103,2010-06-07 11:05:05
48225,18,163,2010-06-07 11:06:01
48226,18,90,2010-06-07 11:06:01
48227,18,110,2010-06-07 11:06:01
48228,18,129,2010-06-07 11:06:01
48229,54,103,2010-06-07 11:07:56
48230,112,133,2010-06-07 11:09:28
48231,13,90,2010-06-07 11:10:30
48232,13,127,2010-06-07 11:10:30
48233,13,74,2010-06-07 11:10:30
48234,13,41,2010-06-07 11:10:30
48235,133,112,2010-06-07 11:15:22
48236,133,73,2010-06-07 11:15:41
48237,57,152,2010-06-07 11:15:54
48238,17,141,2010-06-07 11:16:06
48239,58,166,2010-06-07 11:19:18
48240,8,128,2010-06-07 11:24:33
48241,84,92,2010-06-07 11:27:16
48242,52,11,2010-06-07 11:28:11
48243,92,84,2010-06-07 11:28:45
48244,152,57,2010-06-07 11:28:49
48245,103,54,2010-06-07 11:29:29
48246,103,85,2010-06-07 11:29:42
48247,85,103,2010-06-07 11:29:42
48248,103,166,2010-06-07 11:30:03
48249,103,8,2010-06-07 11:32:30
48250,62,17,2010-06-07 11:34:43
48251,113,22,2010-06-07 11:39:15
48252,22,113,2010-06-07 11:39:36
48253,32,17,2010-06-07 11:40:12
48254,8,85,2010-06-07 11:43:29
48255,85,8,2010-06-07 11:43:29
48256,135,30,2010-06-07 11:47:30
48257,135,133,2010-06-07 11:47:30
48258,90,69,2010-06-07 11:50:00
48259,90,148,2010-06-07 11:50:00
48260,90,129,2010-06-07 11:50:00
48261,148,90,2010-06-07 11:51:25
48262,69,90,2010-06-07 11:51:59
48263,163,166,2010-06-07 11:51:59
48264,163,136,2010-06-07 11:51:59
48265,163,36,2010-06-07 11:51:59
48266,69,148,2010-06-07 11:53:44
48267,129,90,2010-06-07 11:54:18
48268,163,85,2010-06-07 11:54:45
48269,85,163,2010-06-07 11:54:45
48270,133,136,2010-06-07 11:59:25
48271,133,19,2010-06-07 11:59:25
48272,133,73,2010-06-07 11:59:25
48273,32,88,2010-06-07 12:02:03
48274,8,128,2010-06-07 12:02:54
48275,8,85,2010-06-07 12:02:54
48276,95,8,2010-06-07 12:03:35
48277,166,163,2010-06-07 12:04:49
48278,166,19,2010-06-07 12:04:49
48279,166,136,2010-06-07 12:04:49
48280,166,36,2010-06-07 12:04:49
48281,163,166,2010-06-07 12:05:54
48282,163,80,2010-06-07 12:06:03
48283,163,148,2010-06-07 12:06:03
48284,163,11,2010-06-07 12:06:03
48285,163,110,2010-06-07 12:06:03
48286,155,39,2010-06-07 12:14:03
48287,155,17,2010-06-07 12:14:24
48288,95,157,2010-06-07 12:16:26
48289,95,28,2010-06-07 12:16:26
48290,152,69,2010-06-07 12:21:42
48291,152,136,2010-06-07 12:21:42
48292,152,90,2010-06-07 12:21:42
48293,152,133,2010-06-07 12:21:42
48294,152,33,2010-06-07 12:21:42
48295,152,137,2010-06-07 12:21:42
48296,152,143,2010-06-07 12:21:42
48297,152,141,2010-06-07 12:21:42
48298,152,19,2010-06-07 12:21:42
48299,152,129,2010-06-07 12:21:42
48300,133,152,2010-06-07 12:24:15
48301,155,39,2010-06-07 12:24:17
48302,65,35,2010-06-07 12:24:18
48303,155,39,2010-06-07 12:24:40
48304,19,152,2010-06-07 12:25:31
48305,155,97,2010-06-07 12:26:32
48306,155,97,2010-06-07 12:26:52
48307,97,155,2010-06-07 12:26:59
48308,19,166,2010-06-07 12:28:59
48309,69,148,2010-06-07 12:34:37
48310,69,86,2010-06-07 12:34:37
48311,65,119,2010-06-07 12:34:50
48312,148,86,2010-06-07 12:35:37
48313,148,69,2010-06-07 12:35:37
48314,148,69,2010-06-07 12:35:41
48315,69,148,2010-06-07 12:36:57
48316,30,135,2010-06-07 12:41:19
48317,30,97,2010-06-07 12:41:19
48318,97,30,2010-06-07 12:41:49
48319,135,30,2010-06-07 12:43:23
48320,90,152,2010-06-07 12:44:13
48321,39,155,2010-06-07 12:50:23
48322,95,17,2010-06-07 12:57:23
48323,95,39,2010-06-07 12:57:28
48324,18,129,2010-06-07 12:59:14
48325,18,83,2010-06-07 12:59:14
48326,37,141,2010-06-07 13:00:18
48327,37,163,2010-06-07 13:00:18
48328,37,14,2010-06-07 13:00:18
48329,37,133,2010-06-07 13:00:18
48330,83,118,2010-06-07 13:04:37
48331,14,37,2010-06-07 13:05:06
48332,121,36,2010-06-07 13:13:45
48333,121,156,2010-06-07 13:13:45
48334,126,89,2010-06-07 13:14:43
48335,118,83,2010-06-07 13:17:26
48336,152,166,2010-06-07 13:19:20
48337,118,83,2010-06-07 13:19:45
48338,118,103,2010-06-07 13:19:45
48339,118,128,2010-06-07 13:19:45
48340,118,13,2010-06-07 13:19:45
48341,118,132,2010-06-07 13:19:45
48342,118,52,2010-06-07 13:19:45
48343,118,37,2010-06-07 13:19:45
48344,118,36,2010-06-07 13:19:45
48345,118,85,2010-06-07 13:19:45
48346,118,155,2010-06-07 13:19:45
48347,118,8,2010-06-07 13:19:45
48348,118,67,2010-06-07 13:19:45
48349,118,102,2010-06-07 13:19:45
48350,85,118,2010-06-07 13:19:46
48351,128,118,2010-06-07 13:19:46
48352,133,37,2010-06-07 13:21:17
48353,103,95,2010-06-07 13:21:56
48354,156,121,2010-06-07 13:24:19
48355,33,162,2010-06-07 13:25:22
48356,118,86,2010-06-07 13:26:27
48357,17,85,2010-06-07 13:28:28
48358,85,17,2010-06-07 13:28:28
48359,33,45,2010-06-07 13:33:18
48360,130,17,2010-06-07 13:35:39
48361,17,130,2010-06-07 13:37:45
48362,102,52,2010-06-07 13:44:16
48363,102,155,2010-06-07 13:56:17
48364,155,102,2010-06-07 13:56:50
48365,130,89,2010-06-07 13:58:17
48366,89,126,2010-06-07 13:59:10
48367,90,17,2010-06-07 14:21:01
48368,90,97,2010-06-07 14:21:01
48369,17,90,2010-06-07 14:21:16
48370,166,3,2010-06-07 14:22:03
48371,166,103,2010-06-07 14:22:03
48372,166,152,2010-06-07 14:22:03
48373,97,90,2010-06-07 14:22:11
48374,17,97,2010-06-07 14:26:26
48375,103,166,2010-06-07 14:26:52
48376,152,166,2010-06-07 14:27:06
48377,97,17,2010-06-07 14:27:10
48378,103,85,2010-06-07 14:30:55
48379,130,119,2010-06-07 14:33:51
48380,8,128,2010-06-07 14:37:43
48381,8,85,2010-06-07 14:37:43
48382,98,57,2010-06-07 14:39:49
48383,98,64,2010-06-07 14:39:49
48384,98,63,2010-06-07 14:39:49
48385,98,82,2010-06-07 14:39:49
48386,98,56,2010-06-07 14:39:49
48387,98,72,2010-06-07 14:39:49
48388,98,61,2010-06-07 14:39:49
48389,98,113,2010-06-07 14:39:49
48390,98,52,2010-06-07 14:39:49
48391,119,65,2010-06-07 14:43:02
48392,63,98,2010-06-07 14:44:07
48393,148,86,2010-06-07 14:55:43
48394,148,69,2010-06-07 14:55:43
48395,97,16,2010-06-07 15:14:33
48396,103,141,2010-06-07 15:16:34
48397,103,141,2010-06-07 15:22:36
48398,103,141,2010-06-07 15:24:34
48399,118,86,2010-06-07 15:26:10
48400,30,65,2010-06-07 15:31:36
48401,30,90,2010-06-07 15:31:36
48402,30,35,2010-06-07 15:31:36
48403,30,136,2010-06-07 15:32:33
48404,30,19,2010-06-07 15:32:33
48405,30,161,2010-06-07 15:32:33
48406,30,136,2010-06-07 15:33:40
48407,30,161,2010-06-07 15:33:40
48408,30,133,2010-06-07 15:33:40
48409,30,112,2010-06-07 15:33:40
48410,30,65,2010-06-07 15:34:48
48411,30,90,2010-06-07 15:34:48
48412,30,35,2010-06-07 15:34:48
48413,30,129,2010-06-07 15:34:48
48414,30,143,2010-06-07 15:35:27
48415,30,133,2010-06-07 15:36:48
48416,155,156,2010-06-07 15:59:14
48417,13,90,2010-06-07 16:00:29
48418,103,54,2010-06-07 16:23:51
48419,166,161,2010-06-07 16:30:41
48420,166,148,2010-06-07 16:30:41
48421,166,136,2010-06-07 16:30:41
48422,8,141,2010-06-07 17:04:17
48423,8,95,2010-06-07 17:08:44
48424,8,128,2010-06-07 17:08:44
48425,156,155,2010-06-07 17:34:23
48426,136,166,2010-06-07 19:36:23
48427,136,30,2010-06-07 19:37:23
48428,136,30,2010-06-07 19:37:33
48429,136,166,2010-06-07 19:40:49
48430,17,136,2010-06-07 21:14:56
48431,17,148,2010-06-07 21:14:56
48432,17,90,2010-06-07 21:14:56
48433,17,129,2010-06-07 21:14:56
48434,17,32,2010-06-07 21:14:56
48435,17,97,2010-06-07 21:14:56
48436,17,37,2010-06-07 21:14:56
48437,17,19,2010-06-07 21:14:56
48438,17,105,2010-06-07 21:14:56
48439,17,158,2010-06-07 21:14:56
48440,17,41,2010-06-07 21:14:56
48441,17,80,2010-06-07 21:14:56
48442,17,133,2010-06-07 21:14:56
48443,17,11,2010-06-07 21:14:56
48444,17,62,2010-06-07 21:14:56
48445,17,146,2010-06-07 21:14:56
48446,17,161,2010-06-07 21:14:56
48447,112,30,2010-06-08 05:31:21
48448,141,166,2010-06-08 05:50:35
48449,141,166,2010-06-08 05:56:53
48450,141,166,2010-06-08 06:00:25
48451,141,103,2010-06-08 06:00:25
48452,141,8,2010-06-08 06:07:15
48453,141,103,2010-06-08 06:11:45
48454,74,90,2010-06-08 06:13:41
48455,74,127,2010-06-08 06:13:41
48456,74,41,2010-06-08 06:13:41
48457,133,30,2010-06-08 06:13:49
48458,133,30,2010-06-08 06:14:11
48459,74,90,2010-06-08 06:23:43
48460,74,127,2010-06-08 06:23:43
48461,133,97,2010-06-08 06:36:31
48462,52,98,2010-06-08 06:38:52
48463,119,126,2010-06-08 06:39:38
48464,19,30,2010-06-08 06:44:45
48465,143,30,2010-06-08 06:49:02
48466,143,117,2010-06-08 06:49:46
48467,97,133,2010-06-08 06:50:22
48468,127,74,2010-06-08 06:50:48
48469,143,152,2010-06-08 06:50:55
48470,127,74,2010-06-08 06:51:28
48471,56,98,2010-06-08 06:54:27
48472,129,30,2010-06-08 06:55:25
48473,161,30,2010-06-08 06:58:32
48474,161,30,2010-06-08 06:58:46
48475,62,141,2010-06-08 06:59:24
48476,62,14,2010-06-08 06:59:24
48477,62,133,2010-06-08 06:59:24
48478,133,62,2010-06-08 06:59:50
48479,73,133,2010-06-08 07:01:34
48480,113,98,2010-06-08 07:02:48
48481,3,152,2010-06-08 07:03:12
48482,19,97,2010-06-08 07:03:30
48483,19,17,2010-06-08 07:03:30
48484,17,19,2010-06-08 07:04:17
48485,97,19,2010-06-08 07:05:19
48486,152,3,2010-06-08 07:06:14
48487,14,62,2010-06-08 07:09:32
48488,56,50,2010-06-08 07:09:48
48489,50,56,2010-06-08 07:10:09
48490,65,30,2010-06-08 07:15:06
48491,65,30,2010-06-08 07:15:10
48492,11,161,2010-06-08 07:15:37
48493,11,148,2010-06-08 07:15:37
48494,161,11,2010-06-08 07:17:26
48495,84,92,2010-06-08 07:20:46
48496,92,84,2010-06-08 07:21:26
48497,161,166,2010-06-08 07:26:45
48498,148,166,2010-06-08 07:36:00
48499,69,148,2010-06-08 07:36:01
48500,133,69,2010-06-08 07:36:28
48501,133,141,2010-06-08 07:36:28
48502,133,136,2010-06-08 07:36:28
48503,133,19,2010-06-08 07:36:28
48504,133,73,2010-06-08 07:36:28
48505,73,133,2010-06-08 07:38:44
48506,148,11,2010-06-08 07:38:46
48507,69,133,2010-06-08 07:38:55
48508,133,73,2010-06-08 07:39:08
48509,73,133,2010-06-08 07:40:04
48510,61,97,2010-06-08 07:42:29
48511,64,98,2010-06-08 07:43:56
48512,65,126,2010-06-08 07:44:11
48513,130,163,2010-06-08 07:50:33
48514,102,83,2010-06-08 07:51:04
48515,55,102,2010-06-08 07:53:19
48516,55,36,2010-06-08 07:53:19
48517,133,147,2010-06-08 07:53:39
48518,166,148,2010-06-08 07:54:29
48519,166,161,2010-06-08 07:54:29
48520,117,94,2010-06-08 07:56:41
48521,117,47,2010-06-08 07:57:03
48522,117,57,2010-06-08 07:57:24
48523,117,64,2010-06-08 07:57:41
48524,64,117,2010-06-08 08:04:19
48525,94,117,2010-06-08 08:04:26
48526,64,65,2010-06-08 08:05:01
48527,64,119,2010-06-08 08:05:01
48528,133,136,2010-06-08 08:08:02
48529,19,133,2010-06-08 08:10:03
48530,83,102,2010-06-08 08:11:20
48531,90,30,2010-06-08 08:13:07
48532,161,90,2010-06-08 08:13:19
48533,161,83,2010-06-08 08:13:19
48534,161,35,2010-06-08 08:13:19
48535,56,152,2010-06-08 08:13:32
48536,90,161,2010-06-08 08:14:13
48537,11,133,2010-06-08 08:16:02
48538,83,161,2010-06-08 08:17:50
48539,102,55,2010-06-08 08:18:46
48540,90,30,2010-06-08 08:19:34
48541,83,13,2010-06-08 08:19:43
48542,11,133,2010-06-08 08:22:26
48543,11,133,2010-06-08 08:22:38
48544,11,133,2010-06-08 08:22:42
48545,11,133,2010-06-08 08:22:47
48546,36,55,2010-06-08 08:23:55
48547,90,17,2010-06-08 08:24:29
48548,90,97,2010-06-08 08:24:29
48549,33,45,2010-06-08 08:25:29
48550,36,166,2010-06-08 08:26:18
48551,133,11,2010-06-08 08:26:40
48552,13,83,2010-06-08 08:27:25
48553,90,19,2010-06-08 08:27:25
48554,55,102,2010-06-08 08:28:08
48555,55,36,2010-06-08 08:28:08
48556,19,90,2010-06-08 08:28:23
48557,90,74,2010-06-08 08:28:24
48559,36,55,2010-06-08 08:28:42
48560,133,11,2010-06-08 08:30:59
48561,86,148,2010-06-08 08:31:33
48562,11,133,2010-06-08 08:32:30
48563,36,121,2010-06-08 08:32:34
48564,86,148,2010-06-08 08:33:03
48565,86,69,2010-06-08 08:33:14
48566,86,148,2010-06-08 08:33:26
48567,13,127,2010-06-08 08:33:52
48568,13,74,2010-06-08 08:33:52
48569,13,41,2010-06-08 08:33:52
48570,13,90,2010-06-08 08:33:52
48571,97,90,2010-06-08 08:35:46
48572,37,14,2010-06-08 08:38:59
48573,37,163,2010-06-08 08:38:59
48574,37,141,2010-06-08 08:38:59
48575,37,133,2010-06-08 08:38:59
48576,126,119,2010-06-08 08:39:18
48577,126,65,2010-06-08 08:39:37
48578,35,30,2010-06-08 08:40:40
48580,35,161,2010-06-08 08:40:42
48581,133,37,2010-06-08 08:41:54
48582,133,11,2010-06-08 08:44:38
48583,133,11,2010-06-08 08:46:18
48584,133,11,2010-06-08 08:47:27
48585,133,11,2010-06-08 08:48:18
48586,133,11,2010-06-08 08:49:07
48587,11,133,2010-06-08 08:49:53
48588,11,133,2010-06-08 08:50:02
48589,85,17,2010-06-08 08:50:31
48590,133,11,2010-06-08 08:52:26
48591,14,37,2010-06-08 08:53:23
48592,17,90,2010-06-08 08:54:11
48593,161,166,2010-06-08 08:54:35
48594,72,98,2010-06-08 08:56:00
48595,128,95,2010-06-08 09:00:16
48596,44,107,2010-06-08 09:04:10
48597,101,36,2010-06-08 09:07:13
48598,128,166,2010-06-08 09:08:05
48599,101,130,2010-06-08 09:08:17
48600,117,143,2010-06-08 09:10:58
48601,101,86,2010-06-08 09:11:09
48602,128,107,2010-06-08 09:13:21
48603,39,97,2010-06-08 09:14:42
48604,39,82,2010-06-08 09:14:42
48605,47,117,2010-06-08 09:15:07
48606,36,101,2010-06-08 09:15:44
48607,97,39,2010-06-08 09:17:29
48608,128,141,2010-06-08 09:18:20
48609,82,39,2010-06-08 09:19:07
48610,8,141,2010-06-08 09:23:12
48611,103,54,2010-06-08 09:24:19
48612,166,36,2010-06-08 09:24:19
48613,166,132,2010-06-08 09:24:19
48614,166,152,2010-06-08 09:24:19
48615,166,136,2010-06-08 09:24:19
48616,103,141,2010-06-08 09:26:59
48617,103,141,2010-06-08 09:27:34
48618,36,166,2010-06-08 09:28:03
48619,132,166,2010-06-08 09:29:12
48620,152,166,2010-06-08 09:29:55
48621,152,56,2010-06-08 09:31:05
48622,97,17,2010-06-08 09:31:11
48623,64,154,2010-06-08 09:31:41
48624,17,97,2010-06-08 09:31:42
48625,64,154,2010-06-08 09:32:05
48626,57,47,2010-06-08 09:32:53
48627,57,47,2010-06-08 09:37:10
48628,17,97,2010-06-08 09:37:39
48629,97,17,2010-06-08 09:37:48
48630,85,19,2010-06-08 09:38:28
48631,85,141,2010-06-08 09:38:28
48632,8,85,2010-06-08 09:41:23
48633,148,166,2010-06-08 09:42:58
48634,17,97,2010-06-08 09:43:12
48635,118,85,2010-06-08 09:43:54
48636,118,83,2010-06-08 09:43:54
48637,118,128,2010-06-08 09:43:54
48638,118,13,2010-06-08 09:43:54
48639,118,36,2010-06-08 09:43:54
48640,118,155,2010-06-08 09:43:54
48641,118,103,2010-06-08 09:43:54
48642,118,8,2010-06-08 09:43:54
48643,118,67,2010-06-08 09:43:54
48644,118,102,2010-06-08 09:43:54
48645,118,132,2010-06-08 09:43:54
48646,118,52,2010-06-08 09:43:54
48647,118,37,2010-06-08 09:43:54
48648,64,119,2010-06-08 09:45:17
48649,64,65,2010-06-08 09:45:17
48650,18,163,2010-06-08 09:45:42
48651,18,90,2010-06-08 09:45:42
48652,18,110,2010-06-08 09:45:42
48653,18,129,2010-06-08 09:45:42
48654,19,17,2010-06-08 09:46:05
48655,97,17,2010-06-08 09:46:10
48656,119,64,2010-06-08 09:48:26
48657,119,64,2010-06-08 09:51:55
48658,166,128,2010-06-08 09:53:38
48659,141,128,2010-06-08 09:54:46
48660,128,141,2010-06-08 09:57:19
48661,35,129,2010-06-08 09:57:41
48662,110,17,2010-06-08 10:03:20
48663,65,64,2010-06-08 10:04:31
48664,65,64,2010-06-08 10:10:00
48665,132,166,2010-06-08 10:11:16
48666,128,141,2010-06-08 10:20:05
48667,141,128,2010-06-08 10:24:53
48668,128,141,2010-06-08 10:25:46
48669,166,144,2010-06-08 10:26:43
48670,166,152,2010-06-08 10:26:44
48671,166,56,2010-06-08 10:26:44
48672,166,50,2010-06-08 10:26:44
48673,166,149,2010-06-08 10:26:44
48674,56,166,2010-06-08 10:28:23
48675,50,166,2010-06-08 10:28:49
48676,65,35,2010-06-08 10:29:28
48677,35,65,2010-06-08 10:30:28
48678,8,85,2010-06-08 10:30:32
48679,128,166,2010-06-08 10:33:35
48680,166,141,2010-06-08 10:34:09
48681,65,112,2010-06-08 10:35:10
48682,103,95,2010-06-08 10:41:42
48683,129,35,2010-06-08 10:44:07
48684,13,127,2010-06-08 10:44:13
48685,13,74,2010-06-08 10:44:13
48686,13,41,2010-06-08 10:44:13
48687,13,90,2010-06-08 10:44:13
48688,98,118,2010-06-08 10:48:10
48689,98,78,2010-06-08 10:48:10
48690,121,98,2010-06-08 10:52:31
48691,39,97,2010-06-08 10:54:40
48692,39,82,2010-06-08 10:54:40
